Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Yassine Belattar,yassine.belattar.officiel,100044610571432,ACTIVITY_GENERAL,FR,"Page officielle.

Dates parisiennes de mon spectacle :
https://bit.ly/3FCsWbj
",2014-01-31 16:56:06,118468,178804,2021-11-03 01:13:20 PDT,2021-11-03,01:13:20,Native Video,"3,604",1481,220,694,103,20,1000,18,50,18,owned,Yes,44189,47741,0,00:06:30,https://www.facebook.com/100044610571432/posts/424678822362467,"Ils ont osé l’inimaginable en invitant Renaud Camus, théoricien du Grand Remplacement. La folie est telle qu’on pourrait pleurer mais on préfère rigoler. Partagez sans retenue. Venez à mon spectacle « En Marge » ici, les Ven et Sam: https://bit.ly/2lOofpr:=:https://www.billetreduc.com/v2/PurchaseTunnel#/ShowSelection?eventId=245014 Ce pays est devenu fou.",https://www.facebook.com/yassine.belattar.officiel/videos/1081598649337407/,,,,,,,,"3,604",7.11
Renaud ou Grincheux pour les intimes - Rgi,renaudrgi,100053228446497,FAN_PAGE,FR,"Rgi, Un petit musée virtuel consacré à Renaud Sechan, Grincheux, ex Renard, Le Phénix .
Une page",2012-10-06 12:19:28,101920,105707,2021-10-28 03:46:00 PDT,2021-10-28,03:46:00,Photo,"3,330",1738,115,606,771,1,1,17,0,81,,-,0,0,0,N/A,https://www.facebook.com/232428340217261/posts/4235930816533640,"Joyeux Anniversaire #Coluche Discours Coluche donc... (By Renaud) Un passant qui passait m'a d'mandé c'matin où se trouvait la Place à Coluche. Je lui ai dit: ""On dit pas "" La Place à Coluche"" on dit "" La Place DE Coluche !"". Finalement, je lui ai dit: "" La Place de Coluche? Ben, elle est là ! "" ( je montre mon coeur...) C'est vrai quoi ! Pour toujours et à jamais sa place elle est dans nos coeurs non? Bon... Y commence mal mon discours hein? Un peu cucul non? O.K ! Alors j'vais pas faire dans le sentimental, dans l'mélo, j'vais être trash, métal, gore, j'vais faire le premier discours au monde ""à la mémoire de notre cher disparu"" sans louanges, sans éloges, sans souvenirs émus, sans tressages de lauriers ! Ça va commencer par "" Coluche Enfoiré ! "" "" T'avais pas l'droit d'faire de la moto sans casque ! D'ailleurs T'avais pas le droit de faire de la moto du tout !"" C'est archi-dangereux ces conneries, regarde le nombre de morts qu'il y a eu depuis l'aube des temps, fauchés dans la force de l'âge au guidon de leurs pétarantes motocyclettes japonaises: Laurence d'Arabie ! Bon d'accord c'était une moto anglaise et il roulait à gauche mais bon, toi aussi ! Enfin... tu roulais""Pour"" la Gauche, j'me comprends... Daniel Balavoine sur le Paris-Dackar ! C'est bien une course de moto non, Saint Exupéry sur le rallye Nice-Abysses, non? Pas lui? Ah bon... Albert Camus sur le rallye Café de Flore-Lourmarin, James Dean sur le rallye Hollywwood-Salinas, Jean Edern Hallier sur le rallye Brasserie Lipp-Deauville .... et j'en oublie .... Non, t'aurais dû rester piéton et traverser dans les clous. Mais bon, t'aimais pas traverser dans les clous, t 'aimais la vitesse et la liberté, et peut être tel que le James Dean cité plus haut , ta devise était, dans ton inconscient: "" Vivre jeune, mourir vite et faire un beau cadavre""... C'est malin... Perso ma devise à moi que j'ai c'est: "" Vivre jeune, mourir vieux -voire ne pas mourir du tout- et avoir de son vivant une place de choix dans le coeur des gens plutôt qu'une place à son nom à titre posthume ! "" Je continue avec mon anti-discours: Coluche Enfoiré encore ! T'as créé les Restos du Coeur ! Ce faisant, tu as déchargé les politiques de leur fonction première qui devait être de prendre en charge la misère sociale, de soulager les souffrances, de nourrir les affamés et de loger les Sans-Abri. Les politiques ils se reposent sur toi maintenant ! Ils se fendent bien la gueule de voir, grâce à toi et tous les artistes et tous les bénévoles des Restos du Coeur, qu'on continue vingt ans après, à éponger les injustices avec la serpillière de la charité ! Je ne pense pas que tu serais heureux aujourd'hui de voir que les Restos du Coeur existent toujours et qu'ils sont plus utiles que jamais.... Je continue ! Coluche Enfoiré toujours ! Et grossier personnage ! Tu te mariais avec un mec, tu te mettais une plume dans l'cul, tu pétais à table, tu racontais des histoires cochonnes, tu jouais divinement la comédie dans des films populaires et rigolos et il a fallu que tu nous fasses pleurer dans "" Tchao Pantin"" pour que les cons qui n'aiment pas rire te césarisent enfin. Y Tu faisais des sketchs où tu t'foutais des pauvres, des arabes, des flics, des flics arabes, où tu chambrais le français moyen et pis les gros aussi, et d'ailleurs, Louis Pauwells du Figaro ne s'y était pas trompé puisqu'il disait de toi ( et de moi aussi d' ailleurs) que tu véhiculais le sida-mental auprès de la jeunesse ! C'est marrant, il me semble que la jeunesse en question ait pas mal résisté à l'infection et que leur immunité à la connerie et la barbarie universelle en soit ressortie renforcée... Et enfin ! Coluche Enfoiré enfin ! Comme l'écrivit le plus grand chanteur français de tous les temps dont on célèbre aujourd'hui le 25ème anniversaire de la disparition, j'ai nommé Georges Brassens:"" Et c'est la Mort, la Mort toujours recommencée..."". Comme l'écrivit aussi le deuxième plus grand chanteur français de tous les temps ( aujourd'hui c'est la Saint-Narcisse, c'est pour ça que j'me permets de me citer...): ""Enfoiré on t'aimait bien, Maint'nant on est tous orphelin, T'étais un clown Mais t'étais pas un pantin ! Lolita a plus d'parrain, Nous on a plus notre meilleur copain... J'voudrais m'blottir dans un coin Avec Marius avec Romain, Pleurer avec eux Jusqu'à la Saint-Glinglin..."" Enfoiré on t'aimait bien... On t'aimait même "" A mort !"" et, enfoiré, tu nous as pris au mot ! A propos de mot enfin, je ne te remercierai jamais assez d'avoir donné un sens nouveau, un double sens , à ce mot "" Enfoiré"" en lui conférant, selon qu'on l'adresse je sais pas moi, à un Nicolas Sarkozy ou à un Bertrand Delanoë, ou à vous tous, et surtout à toi, le même sens qu'un mot de Cambronne ou le même sens qu'un mot d'amour... ENFOIRE ! #Renaud 29 Octobre 2006.",https://www.facebook.com/renaudrgi/photos/a.291518410974920/4235930709866984/?type=3,,,,,,,,"3,330",2.91
Gilbert Collard,collard.officiel,100050323006771,POLITICIAN,FR,"Homme de parole libre, président de l'association Alternative France, eurodéputé",2012-06-25 20:38:49,293767,328196,2020-11-21 03:31:01 PST,2020-11-21,03:31:01,Link,"3,058",1109,601,428,21,35,150,27,651,36,,-,0,0,0,N/A,https://www.facebook.com/385302511533842/posts/3764199780310748,"Rioufol a raison, ""les épurateurs"" ligotent les mots : #Décathlon boycotte Cnews, #Amazon censure Renaud Camus, #HoldUp est éjecté des plates-formes, Ferrero et un syndicat de journalistes veulent la peau de #Zemmour. Stop à l'ordre bobo-moral totalitaire des censeurs !",https://www.valeursactuelles.com/societe/decathlon-retire-ses-pubs-de-cnews-pour-des-discours-de-haine-sleeping-giants-frappe-encore-125890,https://www.valeursactuelles.com/societe/decathlon-retire-ses-pubs-de-cnews-pour-des-discours-de-haine-sleeping-giants-frappe-encore,,"Decathlon retire ses pubs de CNews pour des “discours de haine”, Sleeping Giants frappe encore","Les Sleeping Giants l’ont eux-mêmes annoncé… Sur Twitter, ils ont déclaré que le groupe Décathlon retirait ses publicités de la chaîne de télévision CNews (groupe Canal+) pour Noël et songerait à le faire « pour tout 2021 ». Ce collectif citoyen - qui a pour but de retirer petit à ...",,,,"3,058",3.72
Mr Mondialisation,M.Mondialisation,100064447639350,NEWS_SITE,FR,"""Bien informés, les Hommes sont des citoyens ; mal informés ils deviennent des sujets"" - Alfred Sauvy",2010-11-21 19:43:00,1503748,1604630,2022-05-14 22:10:09 PDT,2022-05-14,22:10:09,Photo,"2,859",867,451,560,0,28,10,421,512,10,,-,0,0,0,N/A,https://www.facebook.com/177043642312050/posts/5919592348057122,"Le militant d'extrême droite raciste a fait irruption à l'intérieur du commerce avec un fusil d'assaut, des protections pare-balles et une caméra fixée sur le casque, pour retransmettre son attentat en direct sur Twitch sous les yeux de centaines d'autres racistes... Objectif : tuer un maximum de personnes de couleur. Le tueur s'était inspiré de la théorie fasciste du ""grand remplacement"" développée par le Français Renaud Camus. D'autres terroristes (et pas juste des fous isolés comme aiment dire les médias) font également référence à cette fixation idéologique maladive, dont le tueur de Christchurch où cinquante-et-une personnes sont mortes en 2019; mais aussi à El Paso (Texas) le 3 août 2019 où vingt-trois individus ont été tués, pour ne citer qu'eux. Le mode opératoire est toujours le même : cibler une communauté étrangère et faire un maximum de morts. Ils tuent également leurs ""frères blancs"" quand ceux-ci sont trop humanistes, trop ""de gauche"". Hasard calendrier, hier, un militant d'extrême droite tuait d'une balle dans la tête un individu en plein Paris. Martial Lanoir, 50 ans, s’était fait connaître lors d’une émission de Cyril Hanouna sur le plateau de « Touche pas à mon poste » où il exprima des propos complotistes délirants. Ceci intervient 2 mois à peine après l'affaire Loik Lepriol, autre membre d'extrême droite et raciste assumé qui a assassiné par balle le rugbyman Francis Aramburu en pleine rue. Notons que pendant ce temps, les vieux réactionnaires continuent leur propagande sur BFMTV, CNews et cie : le vrai danger de notre temps, ce qui menace notre société d'effondrement, ce n'est pas le terrorisme et les meurtres de l'extrême droite (les amis du capitalisme, osons le dire), ce n'est pas non plus les multinationales et la crise écologique, le vrai danger, ce sont les wokes imaginaires de chez Disney et les gauchistes, en témoigne le taux de mélanine insupportable de la nouvelle petite sirène... Tous aux abris !",https://www.facebook.com/M.Mondialisation/photos/a.315001815182898/5919559108060446/?type=3,,,,,,,,"2,859",1.46
Causeur.fr,causeur,154087694129,TOPIC_NEWSPAPER,FR,"""Surtout si vous n'êtes pas d'accord."" Causeur est animé par Elisabeth Lévy, Gil Mihaely, Jérôme Leroy, Martin Pimentel, Jeremy Stubbs, Céline Pina...",2009-10-14 20:31:09,61267,64609,2022-03-14 10:45:01 PDT,2022-03-14,10:45:01,Link,"2,596",1638,244,301,332,2,19,0,26,34,,-,0,0,0,N/A,https://www.facebook.com/154087694129/posts/10159094539179130,"""Invitée de RTL suite à son ralliement à Eric Zemmour, Marion Maréchal est apparue complètement libérée..."" Causeur.fr",https://www.causeur.fr/marion-marechal-grand-jury-grand-remplacement-226862,,,“Grand remplacement”: Marion Maréchal stupéfie les journalistes - Causeur,"Invitée de RTL suite à son ralliement à Eric Zemmour, Marion Maréchal est apparue complètement libérée. Elle a mis en difficulté les journalistes qui l’asticotaient sur le thème du “grand remplacement”, alors qu’ils n’avaient pas lu l’ouvrage de Renaud Camus.",,,,"2,596",22
CNEWS,CNEWSofficiel,100064666454815,TV_CHANNEL,FR,"Toute l'info sur le canal 16 de la TNT, mais aussi sur Facebook, Twitter et Instagram",2009-03-26 04:32:42,1373135,1571632,2021-10-21 21:53:14 PDT,2021-10-21,21:53:14,Link,"2,470",980,1020,236,35,7,122,10,21,39,,-,0,0,0,N/A,https://www.facebook.com/76952916976/posts/10160478841821977,"Un sondage Harris Interactive pour Challenge, montre que 6 Français sur 10 croient à la théorie du Grand Remplacement",https://www.cnews.fr/videos/france/2021-10-22/6-francais-sur-10-croient-la-theorie-du-grand-remplacement-1140985,,,6 Français sur 10 croient à la théorie du «Grand Remplacement»,"6 Français sur 10 croient à la théorie du Grand Remplacement, laquelle, développée par l'écrivain Renaud Camus. Un sondage Harris Interactive pour Challenge, montre que 6 Français sur 10 croient à la théorie du Grand Remplacement. L'écrivain Renaud Camus, qui a défini cette théorie, expl...",,,,"2,470",5.3
Commando Baye,AbdouBAComandoBaye,100064291585425,PERSON,SN,"CHRONIQUEUR INTERNATIONAL INVESTIGATEUR, PERSONNEL SANTÉ, PANAFRICAIN, COMMUNICANT",2017-08-07 19:10:09,16408,16663,2022-05-18 06:00:44 PDT,2022-05-18,06:00:44,Photo,"2,445",1764,409,171,52,0,12,0,12,25,,-,0,0,0,N/A,https://www.facebook.com/100064291585425/posts/375273297959053,"Foutaix lui la paix vous les Français ?vous respectez pas le droit de chacun et vous nous imposez vos croyances !!! RAS-LE-BOL de l’indignation à géométrie variable. LA LIBERTÉ D’EXPRESSION À GÉOMÉTRIE VARIABLE ! Si le footballeur Idrissa Gueye #idrissaganagueye ne veut pas s’agenouiller pour une cause qui ne correspond pas à ses convictions, à ses valeurs… FOUTEZ LUI LA PAIX !! Certes, je n’accepte aucun propos homophobe, raciste, xénophobe… Il est primordial de respecter les droits et choix de vie de tous !! Mais, ce ne sont pas des médias français qui NOURRISSENT DEPUIS DES ANNÉES LE RACISME LE PLUS ABJECTE DANS TOUTE L’EUROPE ET PAS SEULEMENT ( le tueur de Buffalo aux USA se réclame du GRAND REMPLACEMENT de Renaud Camus et zemmour) … Ce ne sont pas ces organes coupables de complicité de violences sociales qui vont lui donner des leçons de morale !!! Que l’on soit d’accord ou pas avec Idrissa Gana Gueye, de nationalité sénégalaise, IL A LE DROIT DE DÉCIDER DE SA POSTURE EN SOCIÉTÉ. Il n’a insulté PERSONNE…lui ! #soutienganagueye ———————————————————————— Voici la déclaration de IDRISSA GANA GUEYE: ""JE SUIS le fils d'un Peuple qui a ses PRINCIPES, ses CONVICTIONS et son HUMANITÉ. Je ne suis PAS FRANÇAIS mais SÉNÉGALAIS. Votre DRAPEAU est colorée, ma FOI est ancrée. Mes CHOIX vous ont choqués. Ils font ma fierté. J'ai joué avec des CHRÉTIENS, JUIFS, ANIMISTES. ""Je n'ai jamais jugé. Je vis de mes principes et vous me jugez ! ""VOUS DITES que le football UNIT. Ma Religion RÉUNIT ! En football la décision de l'arbitre est parfois mitigée. Pourtant vous l'acceptez. ""VOUS ME TAXEZ d'HOMOPHOBE, alors que vous êtes des XÉNOPHOBES ! ""VOUS INTERDISEZ le voile et vous m'insultez sur la toile. Je suis un footballeur, pas un suiveur. ""QUAND on nous insulte dans les stades, vous restez fades. ""JE SUIS Idrissa Gana GUÉYE Et non pas Idrissa Gana GAY ! ""VOUS AVEZ Eric ZEMMOUR, moi j'ai l'AMOUR ! Valérie fait un prêt à la caisse et veut que je remplisse ses caisses. ""LA COULEUR de ma Foi est VERTE, pas BLANCHE ! ""IDRISSA GANE GUÈYE est ce qu'il est et respecte toute les religions révélées. Il est bien éduqué et respecte toutes les identités. ""IDRISSA GANA GUÈYE n'est pas un complexé c'est un Sénégalais. Ta liberté s'arrête là où commence la mienne. ""ALORS, RESPECTE MES CONVICTIONS ! ET GARDE LES TIENNES"". (IGG)",https://www.facebook.com/photo.php?fbid=375273277959055&set=a.201971395289245&type=3,,,,,,,,"2,445",21.83
Le Monde,lemonde.fr,100064539140308,MEDIA_NEWS_COMPANY,FR,"L'actualité de référence, partout, tout le temps, par la rédaction du Monde. Retrouvez ici notre char",2008-05-30 11:20:38,4653310,4680055,2021-02-11 03:24:34 PST,2021-02-11,03:24:34,Link,"2,434",489,1013,110,116,25,35,19,612,15,,-,0,0,0,N/A,https://www.facebook.com/14892757589/posts/10159763560147590,"L’écrivain de 74 ans, défenseur de la théorie du « grand remplacement », était jugé, mercredi 10 février, pour un tweet sur les Africains, assimilés à des migrants, des assistés, des délinquants et des pollueurs.",https://www.lemonde.fr/societe/article/2021/02/11/poursuivi-pour-injure-raciale-l-ecrivain-renaud-camus-est-relaxe_6069586_3224.html?utm_medium=Social&utm_source=Facebook#Echobox=1613042174,https://www.lemonde.fr/societe/article/2021/02/11/poursuivi-pour-injure-raciale-l-ecrivain-renaud-camus-est-relaxe_6069586_3224.html,,"Poursuivi pour injure raciale, l’écrivain Renaud Camus est relaxé",,,,,"2,434",7.22
Flag Polgári Magazin,flagmagazin,100063583300867,MAGAZINE,HU,A Flag Polgári Magazin hivatalos facebook oldala. Exkluzív tartalmak és vélemények a szerkeszt?,2010-02-05 06:23:01,51418,51409,2022-04-30 22:40:03 PDT,2022-04-30,22:40:03,Link,"2,376",1933,111,276,10,12,18,1,4,11,,-,0,0,0,N/A,https://www.facebook.com/287827719817/posts/10159608765479818,"A híres francia író, Renaud Camus, az Európai Ellenállás Nemzeti Tanácsának elnöke levelet írt Orbán Viktor miniszterelnöknek.",https://www.flagmagazin.hu/mondom-a-magamet/renaud-camus-levele-orban-viktorhoz,,,Renaud Camus levele Orbán Viktorhoz,"A levél teljes szövege: Tisztelt Miniszterelnök Úr! Engedje meg, hogy azzal kezdjem: lelkes gratulációmat küldöm az országos választásokon elért fényes sikeréhez. Gratulációmat még hangsúlyosabbá teszi az a csodálatos beszéd, amelyet március 15-én mondott el. Történelmi besz...",,,,"2,376",34.43
Télérama,Telerama,100064565116880,MAGAZINE,FR,"Toute l'actualité culturelle : du cinéma à la littérature, des médias aux sorties, en passant par la ",2010-08-26 14:20:14,367587,433899,2022-02-10 10:30:41 PST,2022-02-10,10:30:41,Photo,"2,367",793,867,582,14,2,76,1,22,10,,-,0,0,0,N/A,https://www.facebook.com/109520835773096/posts/5023985130993284,"💬 Le grand remplacement était un des éléments de la culture de la droite la plus radicale et marginale. Cette thèse, inventée en 2010 par le romancier Renaud Camus, n’était pas même reprise par Marine Le Pen, car trop complotiste, souligne le politologue Jean-Yves Camus. Mais Eric Zemmour la place au cœur de la discussion politique. Et les universitaires, comme l’historien Gérard Noiriel, doivent rappeler, encore et encore, que cette théorie n’a aucun fondement statistique ou sociologique. Elle n’est même pas nouvelle. Elle a été au centre de l’idéologie antisémite à la fin du XIXe siècle. Contrairement à aujourd’hui, les polémistes d’alors affirmaient que le grand remplacement se faisait par en haut, expliquant que les juifs cherchaient à asservir le peuple français en contrôlant l’économie, les médias et la politique. 📑 Quatre spécialistes, dont Jean-Yves Camus et Gérard Noiriel, ont décrypté pour nous le vocabulaire de l’extrême droite. Retrouvez leurs éclairages sur les termes “bien pensance”, “remigration”, “non-France”... sur Telerama.fr.",https://www.facebook.com/Telerama/photos/a.116308341761012/5023985130993284/?type=3,,,Timeline photos,,,,,"2,367",3.29
Paulo Eduardo Martins,PauloEduardoOficial,100044541454968,JOURNALIST,BR,Página oficial do Jornalista Paulo Eduardo Martins,2014-03-14 14:28:42,494346,568722,2020-01-23 11:00:00 PST,2020-01-23,11:00:00,Link,"2,353",1029,135,545,3,65,22,162,392,0,,-,0,0,0,N/A,https://www.facebook.com/766832426669323/posts/3077527615599781,"Adeus, 'Liberté' de expressão.",https://conexaopolitica.com.br/mundo/franca/intelectual-frances-conservador-e-condenado-a-2-meses-de-prisao-por-chamar-a-imigracao-em-massa-de-invasao/,https://www.conexaopolitica.com.br/internacional/intelectual-frances-conservador-e-condenado-a-2-meses-de-prisao-por-chamar-a-imigracao-em-massa-de-invasao/,,Intelectual francês conservador é condenado a 2 meses de prisão por chamar a imigração em massa de “invasão” - Conexão Política,"O ""Liberté"" francês desapareceu; França e UE promovem e protegem a islamização. O renomado intelectual conservador francês, Renaud Camus, autor de ‘Le Gran",,,,"2,353",-1.59
Le Monde,lemonde.fr,100064539140308,MEDIA_NEWS_COMPANY,FR,"L'actualité de référence, partout, tout le temps, par la rédaction du Monde. Retrouvez ici notre char",2008-05-30 11:20:38,4668355,4718494,2021-08-29 21:31:34 PDT,2021-08-29,21:31:34,Link,"2,079",274,1186,54,13,13,312,7,215,5,,-,0,0,0,N/A,https://www.facebook.com/14892757589/posts/10160280887352590,Le vice-président et bientôt président du Rassemblement national a légitimé pour la première fois le concept popularisé par Renaud Camus. Une théorie qui est à la fois un non-dit du parti et l’un des fondements de sa politique anti-immigration.,https://www.lemonde.fr/politique/article/2021/08/30/jordan-bardella-reprend-a-son-compte-la-theorie-complotiste-du-grand-remplacement_6092713_823448.html?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1630290331,https://www.lemonde.fr/politique/article/2021/08/30/jordan-bardella-reprend-a-son-compte-la-theorie-complotiste-du-grand-remplacement_6092713_823448.html,,Jordan Bardella reprend à son compte la théorie complotiste du « grand remplacement »,,,,,"2,079",6.17
HUMOUR EN IMAGES,,100064534576216,COMMUNITY,FR,"Aucun propos raciste, homophobe, insultant ne sera toléré. Nous nous réservons le droit de bannir tou",2011-08-14 18:51:25,567437,572416,2020-06-01 09:54:40 PDT,2020-06-01,09:54:40,Photo,"2,043",787,164,367,357,9,3,315,2,39,,-,0,0,0,N/A,https://www.facebook.com/265827093428751/posts/3428966687114760,❤💕💖💗💟💜💛,https://www.facebook.com/renaudsechanlepoete/photos/a.633049320087286/3204253829633476/?type=3,,,Renaud c'est quand qu'on va où ?,"Sublime lettre d’un fils à son père : Papa, 
Une dernière nuit près de toi. Des bougies, un peu de whisky, ta main si fine et féminine qui sert la mienne jusqu’au p’tit jour du dernier jour. Ton regard enfantin qui désarme un peu plus le gamin que j’redeviens. Au-dessus de ton lit, un bordel de photos, de Jean-Loup Dabadie à Gisèle Halimi, de Desproges à Camus en passant par Guitry. Ça ne votait pas pareil, ça ne priait pas les mêmes fantômes, mais vous marchiez groupés dans le sens de l’humour et de l’amour. 

Au bout de tes jambes qui ne marchent plus, tes chats – sereins, comme des gardiens. Sur la table de nuit, un fond de verre de Coca, ultime lien entre ce monde et toi, quelques gorgées de force qui te permettent, du fin fond de ta faiblesse, de nous lancer des gestes d’une élégance et d’une tendresse insolentes. Fâché de ne plus pouvoir parler, tu envoies des baisers muets à ta femme adorée, à ta fille bien aimée, à la fenêtre sur l’Île Saint Louis, au soleil que tu fuis. Des gestes silencieux qui font un boucan merveilleux dans nos yeux malheureux. Tu auras mélangé les vacheries et l’amour jusqu’au baisser de rideau. Les « foutez l’camp » et les « je t’aime ». Caresses et gifles, jusqu’au bout. Incorrigible Cabotin, tu avais bien prévu ton coup : dans ton dernier morceau d’ mémoire, tu avais mis des « vous êtes beaux, je suis heureux, j’ai de la chance. C’est ta mère, là, devant moi ? C’est ma femme ? Oh Tant mieux ! ». 

On va t’emmener, maintenant, dans ton costume de scène. Celui des sketches et des revues de presse, des télés et des radios, celui qui arpenta la France, en long en large et en travers de la gorge de certains maires. J’ai dénoué ta cravate noire. On va t’emmener où tu voulais, c’est toi qui dicte le programme, c’est toi qui conduit sans permis. D’abord à l’église Saint Germain, tu n’étais pas très pote avec les religions, mais les églises, ça t’emballait. Tu disais « Faudrait qu’on puisse les louer pour des spectacles de music-hall, des projections de films, des concerts de poésies ». Il y aura des athées, plein d’arabes et plein de juifs. Ça aurait consterné ta mère, tu aurais bien aimé que ta mère soit fâchée. Puis on t’envole en Corse, dans ce village qui te rendait un peu ta Méditerranée d’Alger. On va chanter avec Izia et les Tao, du Higelin, du Trenet, du Dabadie et Nougaro. On va t’faire des violons, du mélodrame a capella : faut pas mégoter son chagrin, à la sortie d’un comédien. Faut se lâcher sur les bravos et occuper chaque strapontin. C’est leur magot, c’est ton butin. D’autant que je sens que tu n’es pas loin... Tu n’es pas mort : tu dors enfin. 

Nicolas Bedos",,,,"2,043",1.67
Conexão Política,conexaopoliticabrasil,100064091075915,NEWS_SITE,BR,"Baixe o nosso aplicativo de notícias | 100% gratuito📲
https://bit.ly/AplicativoConexaoPolitica",2019-01-03 18:44:04,28175,29686,2020-01-23 03:25:08 PST,2020-01-23,03:25:08,Link,"2,002",272,59,1301,0,70,5,34,261,0,,-,0,0,0,N/A,https://www.facebook.com/2200621543518715/posts/2486796638234536,Liberdade de expressão agora é crime na França. Intelectual francês conservador é condenado a 2 meses de prisão por chamar a imigração em massa de “invasão”,http://dlvr.it/RNbPMs,https://www.conexaopolitica.com.br/internacional/intelectual-frances-conservador-e-condenado-a-2-meses-de-prisao-por-chamar-a-imigracao-em-massa-de-invasao/,,Liberdade de expressão agora é crime na França. Intelectual francês conservador é condenado a 2 meses de prisão por chamar a imigração em massa de “invasão” - Conexão Política,"O ""Liberté"" francês desapareceu; França e UE promovem e protegem a islamização. O renomado intelectual conservador francês, Renaud Camus, autor de ‘Le Gran",,,,"2,002",6.14
Causeur.fr,causeur,154087694129,TOPIC_NEWSPAPER,FR,"""Surtout si vous n'êtes pas d'accord."" Causeur est animé par Elisabeth Lévy, Gil Mihaely, Jérôme Leroy, Martin Pimentel, Jeremy Stubbs, Céline Pina...",2009-10-14 20:31:09,54841,57490,2021-01-22 05:01:02 PST,2021-01-22,05:01:02,Link,"1,965",1133,246,280,78,13,20,119,25,51,,-,0,0,0,N/A,https://www.facebook.com/154087694129/posts/10158298076534130,"""Nous vivons sous le régime du négationnisme de masse, puisque le phénomène de loin le plus important de notre société, à savoir le changement de peuple et de civilisation (...) y fait l’objet d’un tabou absolu..."" Causeur.fr",https://buff.ly/3iwDOvj,https://www.causeur.fr/renaud-camus-entretien-2-190360,,Renaud Camus: « La liberté d’expression dans la France de 2020 n’est pas menacée: elle n’existe pas »,"L’auteur du ""Grand Remplacement"" et de tweets cinglants est poursuivi pour injure raciale par des associatifs qui n’ont jamais lu ses livres. Selon lui, s’il est proscrit, c’est pour voir et dire que le changement démographique détruit la culture et la civilisation des Européens d’Europ...",,,,"1,965",16.65
NTD Français,ntdfrancais,100063975222705,MEDIA_NEWS_COMPANY,FR,"L'actualité du monde, tous les jours.
Votre voix indépendante - des informations fiables et honnêtes",2016-08-08 12:24:08,30546,56728,2021-04-03 04:30:55 PDT,2021-04-03,04:30:55,Native Video,"1,931",573,179,987,76,2,7,4,7,96,owned,Yes,12089,18196,0,00:55:38,https://www.facebook.com/1666251726954972/posts/962086354195558,"Stanislas Berton | Tout est faux: comment sauver la France? Stanislas Berton, entrepreneur et écrivain “L’écrivain Renaud Camus dit : c’est l’ère du faussaire, tout est faux. Je dis souvent aux gens qui veulent m’écouter, si vos seules sources d’information sont les médias de masse, vous vivez dans une réalité fictive. On détruit la structure de la société, c’est-à-dire qu'un criminel devient un héros. La vérité c’est-à-dire la vérité des statistiques est niée au nom de l’émotion. On détruit toutes les règles de la société et on rend les gens complètement fous. Ils ne savent plus où est le haut où est le bas où est le bien où est le mal ; ils sont complètement perdus et les gens qui sont dans cet état de confusion mentale eh bien c’est extrêmement facile de les soumettre et de les dominer.” “Il faut avoir conscience que les gens aujourd'hui bénéficient d'un lavage de cerveau qui passe par l'école, qui passe par les médias, qui passe par tout l'environnement culturel dans lequel ils se trouvent. C'est pas pour rien que justement ce totalitarisme attaque toujours le christianisme parce qu'ils savent que c'est l'antidote c'est ça la clé qui va vous aider à sortir de votre prison.” Stanislas Berton, entrepreneur et écrivain, constate que nous vivons dans une réalité fictive et une société déréglée où le criminel devient le héros. Au nom de l’écologie et de l’égalité se cachent une gouvernance mondiale et le totalitarisme. Pour lui, la clé pour s’en sortir, c’est la foi et le christianisme.",https://www.facebook.com/ntdfrancais/videos/962086354195558/,,,Stanislas Berton |  Tout est faux: comment sauver la France?,,,,,"1,931",6.35
CNEWS,CNEWSofficiel,100064666454815,TV_CHANNEL,FR,"Toute l'info sur le canal 16 de la TNT, mais aussi sur Facebook, Twitter et Instagram",2009-03-26 04:32:42,1373135,1571632,2021-10-21 23:10:44 PDT,2021-10-21,23:10:44,Link,"1,900",712,887,137,23,12,85,5,17,22,,-,0,0,0,N/A,https://www.facebook.com/76952916976/posts/10160478947211977,C’est un thème qui revient en force dans le débat public,https://www.cnews.fr/videos/france/2021-10-22/6-francais-sur-10-croient-la-theorie-du-grand-remplacement-1140985,,,6 Français sur 10 croient à la théorie du «Grand Remplacement»,"6 Français sur 10 croient à la théorie du Grand Remplacement, laquelle, développée par l'écrivain Renaud Camus. Un sondage Harris Interactive pour Challenge, montre que 6 Français sur 10 croient à la théorie du Grand Remplacement. L'écrivain Renaud Camus, qui a défini cette théorie, expl...",,,,"1,900",6.69
